story_id,original_config_name,test_type,genre,structure,temperature,seed,is_baseline,distinct_avg,diversity_group_score,alpha_genre,alpha_value,distinct_score,self_bleu_group,one_minus_self_bleu,avg_semantic_continuity,semantic_continuity_sentence_count,semantic_continuity_std,low_continuity_points,high_continuity_segments,semantic_continuity_median,semantic_continuity_max,semantic_continuity_min,pseudo_ppl,err_per_100w,error_count,fluency_word_count,correlation_coefficient,direction_consistency,classification_agreement,roberta_avg_score,reagan_classification,chapter_count,major_disagreements,roberta_std,labmt_std,emotion_correlation,roberta_scores_str,labmt_scores_str,tp_coverage,tp_m,tp_n,tp_completion_rate,li_function_diversity,total_events,total_words,total_sentences,wall_time_sec,peak_mem_mb,tokens_total,cost_usd,diversity_score_seed
sciencefiction_linear_T0.7_s2,thelittleredridinghood_sciencefictionrewrite_linear_T0.7_s2,regression,sciencefiction,linear,0.7,2,0,0.661714701964702,0.7602168782486654,0.6,0.6,0.4477018279873906,0.0854737620807341,0.9145262379192658,0.3714,570.0,0.169498286985885,90.0,29.0,0.3608275055885315,0.931361734867096,-0.0403516665101051,2.759148154542961,0.2530364372469635,25.0,9597.0,0.7048,0.7048,False,0.0503159619513012,Oedipus,7.0,3.0,0.3112597386395471,0.0484720243321562,0.7045958043654574,"0.6871,-0.2646,-0.0608,-0.3178,0.153,0.1602,-0.0048","0.272,0.2154,0.2039,0.1179,0.1681,0.2452,0.1649",5/5,5.0,5.0,1.0,10.0,89.0,9915.0,559.0,637.9685282707214,69.234375,67642.0,1.0843200000000002,0.7336996260537882
sciencefiction_linear_T0.3_s3,thelittleredridinghood_sciencefictionrewrite_linear_T0.3_s3,regression,sciencefiction,linear,0.3,3,0,0.6892546203796204,0.5668757902724872,0.6,0.6,1.0,0.0780704413574463,0.9219295586425535,0.3349,279.0,0.1812691300955856,41.0,16.0,0.3118561506271362,0.91195809841156,-0.0482138507068157,2.322077608915349,2.034498009730208,92.0,4384.0,-0.1349,0.1349,False,-0.1891896114720926,Icarus,7.0,3.0,0.2323406331142238,0.0883941405390235,-0.1349035444629589,"0.2414,-0.1995,-0.0325,-0.449,-0.1952,-0.1837,-0.5058","0.1144,0.0251,0.1929,0.1522,0.2546,-0.0143,0.1815",5/5,5.0,5.0,1.0,7.0,42.0,4545.0,273.0,306.2727298736572,82.8125,38964.0,0.6157600000000001,0.7781878589572051
sciencefiction_linear_T0.9_s1,thelittleredridinghood_sciencefictionrewrite_linear_T0.9_s1,regression,sciencefiction,linear,0.9,1,0,0.6864564435564435,0.6397821143386578,0.6,0.6,0.9907869369704584,0.0366650168347295,0.9633349831652704,0.296,191.0,0.1662321771523212,38.0,15.0,0.3064873218536377,0.7845054864883423,-0.0232504438608884,3.1093842329184818,0.1298279779292437,4.0,3001.0,-0.3127,0.3127,False,-0.1593841297427813,Icarus,5.0,2.0,0.3067406291967205,0.067072241650328,-0.3127491349618296,"0.0674,-0.0322,-0.5537,0.2119,-0.4903","0.2405,0.0738,0.1498,0.1148,0.2407",5/5,5.0,5.0,1.0,10.0,30.0,3088.0,188.0,206.55821084976196,83.390625,28138.0,0.44244,0.8128198048549313
sciencefiction_nonlinear_T0.9_s1,thelittleredridinghood_sciencefictionrewrite_nonlinear_T0.9_s1,regression,sciencefiction,nonlinear,0.9,1,0,0.6421550949050949,0.0573023997510586,0.6,0.6,0.0183653848657674,0.0791866707523832,0.9208133292476168,0.3715,833.0,0.1699442292064418,136.0,49.0,0.363443374633789,0.8863388895988464,-0.0621000714600086,2.623734094690963,0.7003838642332817,104.0,14293.0,-0.1829,0.1829,False,-0.1052114574682144,Icarus,6.0,3.0,0.3146247681321707,0.0344349951196292,-0.1830052142049883,"0.3314,-0.3196,0.0719,-0.3265,0.1671,-0.5556","0.2373,0.1939,0.2028,0.1691,0.1698,0.2635",5/5,5.0,5.0,1.0,9.0,91.0,14947.0,814.0,908.312519788742,83.265625,135368.0,2.00638,0.7144754181036481
sciencefiction_linear_T0.3_s1,thelittleredridinghood_sciencefictionrewrite_linear_T0.3_s1,regression,sciencefiction,linear,0.3,1,0,0.6529705849705849,0.5668757902724872,0.6,0.6,0.2557670883449792,0.05737184108381,0.94262815891619,0.4047,532.0,0.1763858545599979,84.0,30.0,0.3840664625167846,0.881350576877594,0.0138501562178134,2.814863811325673,0.2529084471421345,25.0,9546.0,0.0088,0.0088,False,-0.2225368599254618,Oedipus,6.0,4.0,0.3136448562201098,0.0851959848427925,0.0088715490136752,"0.0408,-0.2877,-0.8075,-0.0726,0.1448,-0.3531","0.1147,0.0778,0.0943,0.2326,0.0999,0.3074",5/5,5.0,5.0,1.0,9.0,71.0,9935.0,526.0,574.7911539077759,83.0625,73916.0,1.1171400000000002,0.7448622717899398
sciencefiction_nonlinear_T0.7_s1,thelittleredridinghood_sciencefictionrewrite_nonlinear_T0.7_s1,regression,sciencefiction,nonlinear,0.7,1,0,0.6428270063270063,0.8206709584562817,0.6,0.6,0.0331139459742345,0.091307119372064,0.908692880627936,0.3465,639.0,0.1654754159872792,114.0,44.0,0.3403942286968231,0.8498116731643677,-0.064153254032135,2.1932124682356693,0.8182717381530438,91.0,10723.0,-0.6239,0.6239,False,-0.2731373010259685,Man in a hole,7.0,5.0,0.2832788270901145,0.0184727930111462,-0.6231300652600579,"-0.5812,-0.4548,0.0397,-0.3227,-0.5657,-0.2516,0.2243","0.2101,0.2046,0.1596,0.1631,0.1863,0.1682,0.1771",5/5,5.0,5.0,1.0,8.0,32.0,11152.0,624.0,611.2436699867249,82.78125,91956.0,1.3982199999999991,0.7207951342405465
sciencefiction_linear_T0.7_s1,thelittleredridinghood_sciencefictionrewrite_linear_T0.7_s1,regression,sciencefiction,linear,0.7,1,0,0.6661147314224236,0.7602168782486654,0.6,0.6,0.5442831647827393,0.0713119174449639,0.928688082555036,0.352,431.0,0.1844660749456016,59.0,28.0,0.3215660154819488,1.0,-0.054305650293827,2.4539224772288892,0.1236943375481033,9.0,7054.0,0.3124,0.3124,False,0.0003653511404991,Man in a hole,8.0,3.0,0.2417089672390124,0.0421185751777051,0.3123322055202371,"0.0795,0.027,-0.2051,-0.4138,0.4491,0.0605,-0.1415,0.1472","0.1543,0.1997,0.1478,0.0998,0.1351,0.0777,0.108,0.2018",5/5,5.0,5.0,1.0,9.0,78.0,7312.0,423.0,452.4570610523224,40.0625,55401.0,0.8790499999999997,0.7479328444935648
sciencefiction_nonlinear_T0.3_s1,thelittleredridinghood_sciencefictionrewrite_nonlinear_T0.3_s1,regression,sciencefiction,nonlinear,0.3,1,0,0.6365771894771894,0.5870579247744794,0.6,0.6,0.0,0.0854352570245659,0.914564742975434,0.3831,452.0,0.1815325067384333,70.0,30.0,0.3721640706062317,1.0,0.0028638681396842,2.3940484973262675,0.230722525804493,19.0,7951.0,0.8883,0.8883,False,-0.0579182551020667,Oedipus,7.0,4.0,0.3764113582402169,0.0586141830018946,0.888267063269977,"0.0532,-0.236,-0.048,-0.4394,-0.5076,0.0656,0.7067","0.1257,0.1595,0.1934,0.0905,0.1068,0.2045,0.2707",5/5,5.0,5.0,1.0,10.0,72.0,8263.0,443.0,509.23864698410034,83.4375,70667.0,1.08851,0.7284323189449917
horror_linear_T0.9_s3,thelittleredridinghood_horror-suspenserewrite_linear_T0.9_s3,horror,horror,linear,0.9,3,0,0.6167943979097826,0.1433189608868372,0.6,0.6,0.2099963406526838,0.1778718038796874,0.8221281961203125,0.4252,380.0,0.1628174183856639,52.0,19.0,0.4159671068191528,0.9194753766059875,-0.0402148142457008,2.0242798851781707,0.1235076163030053,9.0,7129.0,0.0818,0.0818,False,0.1021877729644378,Oedipus,8.0,5.0,0.4256936235060962,0.0461618196538004,0.0823937437740056,"0.7177,0.4381,0.1054,-0.5559,-0.3106,0.2532,0.4917,-0.3221","0.306,0.2836,0.2755,0.2451,0.2637,0.1726,0.1747,0.2251",5/5,5.0,5.0,1.0,7.0,73.0,7352.0,376.0,425.6497690677643,69.484375,56117.0,0.9008900000000004,0.6661724984093986
horror_linear_T0.9_s2,thelittleredridinghood_horror-suspenserewrite_linear_T0.9_s2,horror,horror,linear,0.9,2,0,0.6298240687883545,0.1433189608868372,0.6,0.6,0.5707101656451423,0.177227052327989,0.8227729476720109,0.4227,415.0,0.1763366242987141,60.0,22.0,0.3969862908124923,0.93626606464386,-0.0152334198355674,2.224323357863916,0.2640612622128334,20.0,7408.0,0.5683,0.5683,False,-0.0733135131272402,Man in a hole,6.0,2.0,0.2548998588770805,0.0564004038598621,0.5683624531247775,"0.1091,-0.4105,0.0992,-0.0564,-0.4164,0.2351","0.23,0.1659,0.2768,0.1361,0.1103,0.1647",5/5,5.0,5.0,1.0,10.0,65.0,7611.0,409.0,392.37621903419495,70.015625,49027.0,0.7740700000000005,0.6686715551142002
horror_nonlinear_T0.9_s1,thelittleredridinghood_horror-suspenserewrite_nonlinear_T0.9_s1,horror,horror,nonlinear,0.9,1,0,0.6109877430262045,0.4210044999546898,0.6,0.6,0.0492447212920438,0.151498937539081,0.848501062460919,0.4157,365.0,0.170816829453275,53.0,23.0,0.4049697965383529,0.928205907344818,0.0123316328972578,1.897553356866042,0.2055800293685756,14.0,6700.0,-0.2027,0.2027,False,0.0439105382618995,Oedipus,8.0,4.0,0.3415456704454032,0.0604260912189428,-0.202778928800575,"-0.0211,0.4488,-0.2992,0.0694,-0.337,0.7097,-0.1843,-0.0351","0.274,0.2967,0.1882,0.2401,0.1879,0.0879,0.1991,0.2389",5/5,5.0,5.0,1.0,9.0,38.0,6850.0,356.0,389.62668681144714,82.1875,65048.0,1.04494,0.6821985601662776
horror_linear_T0.3_s3,thelittleredridinghood_horror-suspenserewrite_linear_T0.3_s3,horror,horror,linear,0.3,3,0,0.6120989879685532,0.0338021417694732,0.6,0.6,0.0800084617881553,0.1996355637345528,0.8003644362654472,0.4439,628.0,0.1724992982247611,91.0,33.0,0.4199131429195404,0.9423559904098512,-0.007746510207653,2.197009525031475,0.1531640467553406,19.0,12155.0,0.0204,0.0204,True,0.1435632487138112,Tragedy,7.0,1.0,0.1404297253258797,0.0473603123266039,0.0202148899302091,"0.393,0.1827,0.0149,-0.0568,0.2185,0.2018,0.0509","0.2909,0.2253,0.2526,0.27,0.2237,0.1356,0.1995",5/5,5.0,5.0,1.0,10.0,42.0,12488.0,622.0,627.079864025116,75.828125,107068.0,1.6039600000000005,0.6342588364427241
horror_nonlinear_T0.7_s1,thelittleredridinghood_horror-suspenserewrite_nonlinear_T0.7_s1,horror,horror,nonlinear,0.7,1,0,0.6245953661722892,0.902032969358962,0.6,0.6,0.4259585953279859,0.1427612522386831,0.8572387477613168,0.4289,692.0,0.1731940734177065,98.0,26.0,0.4017594456672668,0.8915777206420898,0.0335817784070968,2.2452703111043673,0.2574186628530568,36.0,13660.0,0.7547,0.7547,False,0.1686909107934861,Cinderella,7.0,3.0,0.3318876444995031,0.0472981252594775,0.7545003717570976,"0.2027,-0.1966,-0.0263,0.5867,0.7324,-0.0255,-0.0925","0.2115,0.2164,0.2328,0.263,0.2801,0.1694,0.1331",5/5,5.0,5.0,1.0,8.0,109.0,14056.0,685.0,871.7267220020294,82.140625,135714.0,2.0437399999999992,0.6672392921931329
horror_linear_T0.7_s2,thelittleredridinghood_horror-suspenserewrite_linear_T0.7_s2,horror,horror,linear,0.7,2,0,0.6357834665334665,0.7390737608159912,0.6,0.6,0.7356903232657004,0.0369995196816988,0.9630004803183012,0.404,252.0,0.17643332861338,42.0,19.0,0.3903807997703552,0.8356803059577942,-0.001411261036992,2.134498811404967,0.1865671641791044,8.0,4198.0,0.619,0.619,True,0.151913110982804,Tragedy,7.0,3.0,0.2871271793872136,0.038942547949721,0.6189268777133301,"0.5756,0.4838,-0.2202,0.2969,0.0661,0.0368,-0.1757","0.2408,0.2386,0.1907,0.1567,0.2247,0.1517,0.1459",5/5,5.0,5.0,1.0,8.0,44.0,4347.0,247.0,302.15251088142395,67.578125,33552.0,0.5632599999999999,0.7725459640282164
horror_linear_T0.7_s3,thelittleredridinghood_horror-suspenserewrite_linear_T0.7_s3,horror,horror,linear,0.7,3,0,0.6100341832080963,0.7390737608159912,0.6,0.6,0.0228463408145611,0.1625959784159951,0.8374040215840048,0.4291,637.0,0.1657906675207965,83.0,34.0,0.4096217155456543,0.9038043022155762,-0.0008666943758726,1.8927958444639537,0.1527085677543803,19.0,12110.0,0.5096,0.5096,True,0.2100112419279795,Tragedy,9.0,3.0,0.3106056679902256,0.0569275714839631,0.5095430812114923,"0.1943,0.4635,0.6012,0.5002,-0.0849,0.072,-0.3403,0.521,-0.0369","0.2811,0.2541,0.3418,0.2805,0.2261,0.1658,0.1839,0.1616,0.2167",5/5,5.0,5.0,1.0,9.0,92.0,12505.0,632.0,657.2826249599457,82.765625,87922.0,1.3803400000000006,0.6528533799073633
horror_nonlinear_T0.3_s1,thelittleredridinghood_horror-suspenserewrite_nonlinear_T0.3_s1,horror,horror,nonlinear,0.3,1,0,0.6149819763569764,0.1306067275822552,0.6,0.6,0.1598212044651172,0.1321879152884828,0.8678120847115172,0.4404,656.0,0.1710908930315604,89.0,39.0,0.4243306517601013,0.9323145151138306,-0.0496332384645938,2.179942056886072,0.055353471453424,7.0,12322.0,-0.0851,0.0851,False,0.090246558189392,Rags to riches,8.0,2.0,0.2634935812192585,0.0605993811849593,-0.0849176641090556,"-0.2815,0.1966,0.36,0.3231,-0.0328,-0.2162,-0.0888,0.4615","0.3144,0.2052,0.2574,0.2412,0.2638,0.2139,0.0934,0.1975",5/5,5.0,5.0,1.0,9.0,101.0,12742.0,649.0,688.1721646785736,83.0,93077.0,1.47951,0.6778364819066561
horror_linear_T0.3_s2,thelittleredridinghood_horror-suspenserewrite_linear_T0.3_s2,horror,horror,linear,0.3,2,0,0.6241318681318683,0.0338021417694732,0.6,0.6,0.4131271007649355,0.1461025527744717,0.8538974472255283,0.44,616.0,0.166104821132229,92.0,34.0,0.4241949617862701,0.9353576898574828,-0.0347344279289245,2.2756293108098,0.2280212819863187,27.0,11594.0,0.2379,0.2379,True,0.1411972539292441,Tragedy,8.0,1.0,0.3010301895159354,0.0383382621378434,0.2377935063889422,"0.1569,0.4923,0.4087,-0.0819,0.1066,0.2952,0.2724,-0.5206","0.1965,0.2243,0.118,0.1455,0.2168,0.2056,0.1355,0.1525",5/5,5.0,5.0,1.0,8.0,114.0,11922.0,607.0,522.459764957428,83.1875,85356.0,1.2991600000000012,0.6724266344843228
horror_nonlinear_T0.9_s3,thelittleredridinghood_horror-suspenserewrite_nonlinear_T0.9_s3,horror,horror,nonlinear,0.9,3,0,0.6172654845154845,0.4210044999546898,0.6,0.6,0.2230379172994799,0.1122987012005211,0.8877012987994789,0.436,548.0,0.1852813640945639,77.0,19.0,0.4152202904224396,0.9436815977096558,-0.0209527239203453,2.116006355805206,0.0730660334277102,8.0,10693.0,-0.0789,0.0789,False,0.0316101443916906,Cinderella,8.0,4.0,0.3752287294104757,0.0238515198677149,-0.0779837997535402,"-0.0302,-0.052,0.7848,-0.0887,0.442,-0.0365,-0.4743,-0.2921","0.2018,0.2305,0.2036,0.2681,0.2391,0.2352,0.2294,0.1883",5/5,5.0,5.0,1.0,6.0,25.0,11020.0,546.0,684.369832277298,83.453125,99813.0,1.5516100000000008,0.6885495423239976
horror_linear_T0.9_s1,thelittleredridinghood_horror-suspenserewrite_linear_T0.9_s1,horror,horror,linear,0.9,1,0,0.6063644310235219,0.1433189608868372,0.6,0.6,0.0,0.138213836111886,0.8617861638881139,0.436,590.0,0.1694025882942634,78.0,23.0,0.4169195294380188,0.9635570645332336,0.0253156926482915,2.0515788879074717,0.1108647450110864,13.0,11421.0,0.7041,0.7041,False,0.1865150698593684,Oedipus,7.0,3.0,0.4037797667045738,0.061853167143763,0.7042083629503131,"0.5647,0.4567,0.656,-0.4276,-0.3513,0.0659,0.3411","0.2654,0.2837,0.2573,0.2218,0.1118,0.2374,0.325",5/5,5.0,5.0,1.0,9.0,100.0,11811.0,583.0,581.9776680469513,83.203125,84399.0,1.2869499999999998,0.6598922929930231
horror_nonlinear_T0.9_s2,thelittleredridinghood_horror-suspenserewrite_nonlinear_T0.9_s2,horror,horror,nonlinear,0.9,2,0,0.6430720945720946,0.4210044999546898,0.6,0.6,0.9374689348102596,0.1567707848673858,0.8432292151326142,0.434,313.0,0.1716445319611259,44.0,14.0,0.4246029853820801,0.9024392366409302,0.0377512238919734,2.15822428020309,0.1574059499449079,10.0,6236.0,0.535,0.535,True,0.1197251184420152,Rags to riches,8.0,4.0,0.3617026333882572,0.0644808292731258,0.5351399590158148,"-0.2,-0.2959,0.4567,0.2309,0.0939,-0.3832,0.6997,0.3559","0.2036,0.1081,0.3058,0.256,0.1661,0.1751,0.1745,0.2945",5/5,5.0,5.0,1.0,10.0,53.0,6405.0,310.0,376.21214485168457,80.859375,54577.0,0.88123,0.6965602778016544
horror_nonlinear_T0.3_s3,thelittleredridinghood_horror-suspenserewrite_nonlinear_T0.3_s3,horror,horror,nonlinear,0.3,3,0,0.6346927617836708,0.1306067275822552,0.6,0.6,0.7054952181166316,0.1737294268976121,0.8262705731023878,0.4276,310.0,0.160358503323725,50.0,15.0,0.4184419810771942,0.9006513953208923,0.0454557202756404,2.0807592477878436,0.1160862354892205,7.0,5907.0,0.7416,0.7416,False,0.1341729872756534,Rags to riches,7.0,4.0,0.3432104132381505,0.0530252346548705,0.7415009070328272,"-0.3001,0.5562,-0.1713,0.3691,-0.178,0.5904,0.0729","0.2066,0.3123,0.1462,0.273,0.2048,0.2354,0.1723",5/5,5.0,5.0,1.0,9.0,79.0,6074.0,309.0,404.27926301956177,83.609375,55408.0,0.8762799999999997,0.6808159051203383
horror_nonlinear_T0.7_s2,thelittleredridinghood_horror-suspenserewrite_nonlinear_T0.7_s2,horror,horror,nonlinear,0.7,2,0,0.6581303696303696,0.902032969358962,0.6,0.6,1.0,0.035500757645341,0.9644992423546588,0.4018,219.0,0.1744811492875352,31.0,14.0,0.4035141468048095,0.8130882978439331,-0.0552488267421722,2.06280966408656,0.1262626262626262,5.0,3852.0,0.9067,0.9067,True,0.1029792690277099,Rags to riches,5.0,1.0,0.1952931273752356,0.042882136140822,0.906665472049146,"-0.2494,0.1152,0.0819,0.2651,0.3021","0.13,0.2351,0.1721,0.2308,0.2366",5/5,5.0,5.0,1.0,10.0,41.0,3990.0,217.0,223.6728248596191,79.96875,30173.0,0.5070299999999998,0.7889348647638481
